gpu_energy,time,instruction_dataset_index,run,question_tokens,response_tokens,quantization,quantization_method,model,toech_memory_allocated
39.61900000006426,1.4078164100646973,87.0,0.0,77.0,89.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
285.2239999999292,11.440713882446287,88.0,0.0,71.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
288.1260000000475,11.475589513778688,89.0,0.0,73.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
290.0649999999441,11.5109760761261,90.0,0.0,121.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
291.0140000000829,11.549674987792969,91.0,0.0,102.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
286.72299999999814,11.395745277404783,92.0,0.0,168.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
282.8519999999553,11.277248859405518,93.0,0.0,67.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
74.87699999997858,2.980062484741211,94.0,0.0,67.0,125.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
287.9760000000242,11.370749950408936,95.0,0.0,126.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
286.92599999997765,11.360073804855348,96.0,0.0,149.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
27.06599999999161,0.9358816146850586,97.0,0.0,206.0,78.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
290.86999999999534,11.481451511383057,98.0,0.0,179.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
35.754000000073574,1.1540651321411133,99.0,0.0,157.0,83.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
289.3040000000037,11.55029559135437,0.0,1.0,88.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
14.09699999995064,0.3481450080871582,1.0,1.0,129.0,65.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
285.20000000006985,11.374526262283323,2.0,1.0,76.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
282.55999999993946,11.377577066421509,3.0,1.0,78.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
164.72499999997672,6.499409914016724,4.0,1.0,158.0,203.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
142.21900000004098,5.782346725463867,5.0,1.0,127.0,188.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
289.0030000000261,11.379876852035522,6.0,1.0,70.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
285.1439999999712,11.389730453491213,7.0,1.0,97.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
284.2700000000186,11.135003805160522,8.0,1.0,68.0,309.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
284.5189999999712,11.343721151351929,9.0,1.0,74.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
288.28000000002794,11.442673444747925,10.0,1.0,91.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
284.56299999996554,11.42384958267212,11.0,1.0,68.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
287.73400000005495,11.466615200042725,12.0,1.0,113.0,315.0,8-bit,"{  ""_load_in_8bit"": true,  ""load_in_8bit"": true}",ibm-granite/granite-3.1-1b-a400m-instruct,2606827520
